2nd Column,6th Column,8th Column
122,99,2023-03-23
123,"3,710",2023-03-24
123,106,2023-03-27
115,833,2023-03-28
122,67,2023-03-30
122,822,2023-03-31
115,383,2023-04-04
115,"4,153",2023-04-05
122,"65,959",2023-04-07
115,15,2023-04-11
115,"1,844",2023-04-12
114,"1,823",2023-04-13
109,201,2023-04-14
124,"4,033,583",2023-04-14
110,"5,120",2023-04-17
114,"10,857",2023-04-18
119,4,2023-04-19
120,"4,687",2023-04-21
120,5,2023-04-24
105,"20,155",2023-04-26
115,"1,021",2023-05-01
115,210,2023-05-02
113,"1,270",2023-05-03
107,720,2023-05-04
106,"4,250",2023-05-05
105,"11,997",2023-05-08
107,111,2023-05-09
107,"2,373",2023-05-10
107,63,2023-05-11
107,105,2023-05-12
107,2,2023-05-15
107,99,2023-05-16
105,450,2023-05-17
104,350,2023-05-18
107,30,2023-05-19
105,50,2023-05-22
104,"2,808",2023-05-23
104,"1,000",2023-05-29
104,"8,300",2023-05-30
103,"1,122",2023-05-31
103,198,2023-06-02
103,"4,025",2023-06-05
103,"2,514",2023-06-06
103,10,2023-06-08
103,35,2023-06-09
103,462,2023-06-12
102,30,2023-06-13
100,"4,393",2023-06-16
102,"4,933",2023-06-19
101,"3,703",2023-06-20
100,"9,298",2023-06-21
91,"3,529",2023-06-22
90,"1,420",2023-06-23
102,2,2023-06-27
97,"2,507",2023-06-28
100,349,2023-06-29
92,53,2023-06-30
95,"10,055",2023-07-03
95,41,2023-07-04
94,11,2023-07-17
94,504,2023-07-25
94,133,2023-07-27
94,14,2023-07-28
93,884,2023-07-31
93,"3,837",2023-08-02
92,445,2023-08-04
90,"1,640",2023-08-07
90,"2,338",2023-08-08
90,"1,426",2023-08-09
88,"1,500",2023-08-10
87,"1,300",2023-08-11
88,405,2023-08-14
88,11,2023-08-15
88,40,2023-08-16
87,"1,153",2023-08-17
87,2,2023-08-18
87,2,2023-08-21
88,"1,003",2023-08-22
88,3,2023-08-23
88,"1,277",2023-08-24
88,922,2023-08-25
93,"1,200",2023-09-01
93,2,2023-09-05
92,54,2023-09-11
92,886,2023-09-12
92,54,2023-09-13
92,"8,903",2023-09-14
89,273,2023-09-18
89,206,2023-09-19
92,363,2023-09-20
92,"44,268",2023-09-21
92,363,2023-09-22
91,66,2023-09-25
91,54,2023-09-26
91,76,2023-09-27
91,54,2023-09-28
95,"4,563",2023-09-29
105,"5,578",2023-10-04
91,1,2023-10-06
105,"27,410",2023-10-09
90,500,2023-10-12
92,515,2023-10-13
92,558,2023-10-16
92,889,2023-10-17
92,54,2023-10-18
92,258,2023-10-19
92,113,2023-10-20
92,999,2023-10-23
92,54,2023-10-24
92,54,2023-10-25
92,54,2023-10-26
92,248,2023-10-27
89,"2,059",2023-10-30
92,"3,270",2023-10-31
90,55,2023-11-01
90,55,2023-11-02
90,165,2023-11-03
90,55,2023-11-06
90,55,2023-11-07
90,105,2023-11-08
90,104,2023-11-09
90,58,2023-11-10
90,55,2023-11-13
90,55,2023-11-15
90,55,2023-11-16
90,55,2023-11-17
90,71,2023-11-20
90,"1,055",2023-11-22
90,243,2023-11-23
90,55,2023-11-24
90,100,2023-11-27
90,"350,055",2023-11-28
90,291,2023-11-29
87,56,2023-11-30
87,158,2023-12-01
87,"2,623",2023-12-04
87,58,2023-12-05
87,97,2023-12-06
87,57,2023-12-07
87,"1,942",2023-12-08
89,348,2023-12-11
