2nd Column,6th Column,8th Column
"2,400","2,402",2022-04-08
"2,397",146,2022-04-11
"2,400","6,401",2022-04-12
"2,400",567,2022-04-13
"2,465",41,2022-04-15
"2,420",852,2022-04-18
"2,396",476,2022-04-19
"2,396","3,195",2022-04-20
"2,396","2,010",2022-04-21
"2,396","4,004",2022-04-22
"2,396","3,349",2022-04-25
"2,365",103,2022-04-26
"2,396",84,2022-04-27
"2,396","1,391",2022-04-28
"2,396",159,2022-04-29
"2,396",683,2022-05-03
"2,396",571,2022-05-04
"2,400","1,332",2022-05-05
"2,400",41,2022-05-06
"2,400",115,2022-05-09
"2,399",890,2022-05-10
"2,399",4,2022-05-11
"2,350","1,190",2022-05-12
"2,347",301,2022-05-13
"2,328",599,2022-05-18
"2,300",533,2022-05-19
"2,250",150,2022-05-20
"2,340",81,2022-05-16
"2,338",609,2022-05-23
"2,300","1,883",2022-05-24
"2,300","2,214",2022-05-26
"2,298",42,2022-05-27
"2,250",331,2022-05-30
"2,250",978,2022-05-31
"2,251",57,2022-06-02
"2,250",271,2022-06-03
"2,203","3,547",2022-06-06
"2,180","2,388",2022-06-07
"2,250",149,2022-06-08
"2,161",614,2022-06-09
"2,260",45,2022-06-10
"2,260",81,2022-06-13
"2,179",682,2022-06-15
"2,160","2,566",2022-06-16
"2,160",5,2022-06-17
"2,100",797,2022-06-20
"2,050",360,2022-06-21
"2,050","1,040",2022-06-22
"2,160","3,418",2022-06-23
"2,179","1,488",2022-06-24
"2,250","10,064",2022-06-27
"2,510","4,342",2022-06-28
"2,500",20,2022-06-29
"2,498","2,464",2022-07-05
"2,498","4,476",2022-07-06
"2,498","1,294",2022-07-07
"2,499","3,154",2022-07-08
"2,498",139,2022-07-18
"2,497","1,164",2022-07-19
"2,450",432,2022-07-20
"2,449",40,2022-07-21
"2,400","1,077",2022-07-22
"2,400",61,2022-07-25
"2,400",104,2022-07-26
"2,400",245,2022-07-27
"2,390",536,2022-07-28
"2,390","1,648",2022-07-29
"2,380","1,104",2022-08-01
"2,378",10,2022-08-02
"2,378",458,2022-08-03
"2,378",134,2022-08-04
"2,375",283,2022-08-05
"2,281","1,258",2022-08-09
"2,370",137,2022-08-10
"2,270",59,2022-08-11
"2,260",10,2022-08-12
"2,206","1,958",2022-08-15
"2,299","2,065",2022-08-17
"2,110",260,2022-08-18
"2,297",46,2022-08-19
"2,239",769,2022-08-22
"2,200","3,572",2022-08-23
"2,369","2,273",2022-08-24
"2,340",435,2022-08-25
"2,310",295,2022-08-26
"2,297",750,2022-08-29
"2,279",49,2022-08-30
"2,248",64,2022-08-31
"2,299","2,838",2022-09-01
"2,297",170,2022-09-02
"2,278",112,2022-09-05
"2,278",128,2022-09-06
"2,278","3,793",2022-09-07
"2,100","3,095",2022-09-08
"2,100","5,376",2022-09-09
"2,100",939,2022-09-12
"2,100","22,028",2022-09-13
"2,000",775,2022-09-14
"2,000","6,464",2022-09-15
"2,000",404,2022-09-16
"2,000","20,664",2022-09-19
"2,000",494,2022-09-20
"1,999",241,2022-09-21
"2,000",122,2022-09-22
"2,187","7,388",2022-09-23
"2,193","1,297",2022-09-26
"2,191",4,2022-09-27
"2,175",22,2022-09-28
"2,100",129,2022-09-29
"2,050","1,153",2022-09-30
"2,050",252,2022-10-03
"2,060","1,449",2022-10-04
"2,025",200,2022-10-05
"2,049",419,2022-10-06
"2,030","6,205",2022-10-07
"2,050","2,571",2022-10-10
"2,000","1,357",2022-10-12
"2,050",202,2022-10-13
"2,080",458,2022-10-14
"2,000",405,2022-10-17
"2,079","1,274",2022-10-18
"2,155",205,2022-10-19
"2,079",335,2022-10-20
"2,077",177,2022-10-21
"2,074",910,2022-10-24
"2,000","1,020",2022-10-25
"2,000","1,629",2022-10-26
"1,999",550,2022-10-27
"1,999","1,821",2022-10-28
"2,001",283,2022-10-31
"2,000",50,2022-11-01
"2,000",130,2022-11-03
"2,000",740,2022-11-04
"2,009",18,2022-11-07
"2,000",5,2022-11-08
"2,049",291,2022-11-09
"2,050",112,2022-11-14
"2,049",404,2022-11-15
"2,049",803,2022-11-16
"2,048",90,2022-11-17
"2,048",660,2022-11-18
"2,040",422,2022-11-21
"2,005","1,609",2022-11-22
"1,949","3,209",2022-11-23
"1,990","2,338",2022-11-25
"1,990",251,2022-11-28
"1,989",359,2022-11-29
"1,851","1,850",2022-11-30
"1,999",65,2022-12-01
"1,997",65,2022-12-02
"1,949",321,2022-12-05
"1,904","1,177",2022-12-06
"1,904",86,2022-12-07
"1,896","7,128",2022-12-08
"1,899",31,2022-12-09
"1,889",193,2022-12-12
"1,899",400,2022-12-13
"1,898",819,2022-12-14
"1,889",510,2022-12-15
"1,897",327,2022-12-16
"1,850",218,2022-12-19
"1,849","1,755",2022-12-20
"1,825","1,849",2022-12-21
"1,819","1,453",2022-12-22
"1,820","7,820",2022-12-23
"1,806",54,2022-12-26
"1,801","3,752",2022-12-27
"1,999","17,365",2022-12-28
"2,000","17,799",2022-12-30
"1,997",495,2023-01-02
"1,850","1,167",2023-01-03
"1,849",389,2023-01-04
"1,850",467,2023-01-05
"1,800","338,119",2023-01-06
"1,850",262,2023-01-06
"1,850",647,2023-01-09
"1,850","1,180",2023-01-10
"1,921","7,309",2023-01-11
"1,900","4,666",2023-01-12
"1,805","6,760",2023-01-13
"1,850","39,314",2023-01-16
"1,850","9,622",2023-01-17
"1,850","4,398",2023-01-18
"1,840",841,2023-01-19
"1,841","2,794",2023-01-20
"1,841",4,2023-01-23
"1,840","7,145",2023-01-24
"1,840","1,038",2023-01-25
"1,840","5,749",2023-01-26
"1,820","3,370",2023-01-27
"1,839","15,256",2023-01-30
"1,838","4,792",2023-01-31
"1,818","4,615",2023-02-01
"1,814","3,956",2023-02-02
"1,813",430,2023-02-03
"1,813",321,2023-02-06
"1,805",531,2023-02-07
"1,803",881,2023-02-08
"1,810","10,921",2023-02-09
"1,800","1,994",2023-02-10
"1,800","2,173",2023-02-13
"1,799","2,973",2023-02-14
"1,797","6,029",2023-02-15
"1,795","5,513",2023-02-16
96,"138,159",2023-03-02
93,"11,805,184",2023-03-03
90,"2,396,362",2023-03-06
90,"4,664,839",2023-03-07
90,"15,080",2023-03-09
90,"16,620",2023-03-10
90,"59,418",2023-03-13
90,"22,476",2023-03-14
89,"20,582",2023-03-15
89,"43,269",2023-03-16
89,"123,171",2023-03-17
89,"21,961",2023-03-20
88,"43,642",2023-03-21
88,"13,569",2023-03-22
88,"11,968",2023-03-23
86,"12,051",2023-03-24
86,"52,812",2023-03-27
86,"16,112",2023-03-28
87,"18,143",2023-03-29
87,"11,768",2023-03-30
87,"23,217",2023-03-31
87,"20,260",2023-04-03
90,"10,256,180",2023-04-04
86,"14,086",2023-04-04
86,"36,326",2023-04-05
84,"15,443",2023-04-06
86,"30,026",2023-04-07
84,"16,067",2023-04-10
84,"42,381",2023-04-11
90,"5,300,000",2023-04-12
86,"118,792",2023-04-12
87,"71,814",2023-04-13
87,"50,037",2023-04-14
90,"1,003,741",2023-04-17
90,"100,945",2023-04-18
90,"170,272",2023-04-19
92,"231,011",2023-04-20
95,"121,791",2023-04-21
100,"245,301",2023-04-24
92,"53,610",2023-04-25
92,"22,424",2023-04-26
92,"41,500",2023-04-27
97,"41,530",2023-04-28
100,"25,778",2023-05-01
99,"24,161",2023-05-02
99,"147,790",2023-05-03
97,"14,318",2023-05-04
96,"46,500",2023-05-05
99,"66,459",2023-05-08
99,"86,934",2023-05-09
98,"15,629",2023-05-10
95,"42,431",2023-05-11
97,"8,974",2023-05-12
98,"7,431",2023-05-15
95,"14,237",2023-05-16
95,"39,399",2023-05-17
95,"10,810",2023-05-18
95,"7,731",2023-05-19
95,"3,250",2023-05-22
95,"57,846",2023-05-23
95,"1,686,387",2023-05-24
95,"11,097",2023-05-25
95,"5,161",2023-05-26
95,"3,444",2023-05-29
95,"10,942",2023-05-30
94,"15,503",2023-05-31
94,"1,901",2023-06-02
92,"14,747",2023-06-05
92,"21,638",2023-06-06
92,"11,187",2023-06-07
92,"2,287",2023-06-08
92,"17,640",2023-06-09
94,"39,694",2023-06-12
95,"2,631,580",2023-06-13
93,"5,070",2023-06-13
95,"7,081",2023-06-14
94,"1,766",2023-06-15
93,278,2023-06-16
93,"3,170",2023-06-19
93,"11,724",2023-06-20
93,"75,675",2023-06-21
93,135,2023-06-22
93,"4,250",2023-06-23
93,"1,738",2023-06-26
93,"3,241,287",2023-06-27
92,"22,391",2023-06-28
92,"10,465",2023-06-29
92,"406,232",2023-06-30
89,"1,706",2023-07-03
88,"18,585",2023-07-04
87,"58,920",2023-07-05
87,"16,274",2023-07-07
93,"11,370",2023-07-17
92,"20,260",2023-07-18
92,"39,245",2023-07-19
93,"7,112",2023-07-20
92,"15,469",2023-07-21
91,"30,047",2023-07-24
90,"12,789",2023-07-25
89,"20,139",2023-07-26
88,"100,068",2023-07-27
91,"6,236",2023-07-28
87,"91,373",2023-07-06
89,"3,613",2023-07-31
89,"1,145",2023-08-01
89,"3,402",2023-08-02
89,"28,252",2023-08-03
89,"15,880",2023-08-04
89,"10,188",2023-08-07
89,"17,960",2023-08-08
86,"34,890",2023-08-09
89,"17,739",2023-08-10
93,"11,340",2023-08-11
92,"3,367",2023-08-14
92,"10,728",2023-08-15
77,"3,268,000",2023-08-16
92,"193,861",2023-08-16
85,"2,945,000",2023-08-17
92,"114,439",2023-08-17
94,"54,925",2023-08-18
92,"18,873",2023-08-21
92,"35,302",2023-08-22
92,"7,352",2023-08-23
92,"16,893",2023-08-24
92,"7,587",2023-08-25
92,"9,156",2023-08-28
92,"20,381",2023-08-29
91,"3,625",2023-08-30
91,"4,720",2023-08-31
91,"57,931",2023-09-01
91,"120,072",2023-09-04
92,"189,435",2023-09-05
90,"42,081",2023-09-06
90,"6,052",2023-09-07
90,"2,389",2023-09-11
90,"8,128",2023-09-12
90,"129,476",2023-09-13
95,"7,294,736",2023-09-14
92,"6,593",2023-09-14
92,"4,895",2023-09-15
92,"15,305",2023-09-18
91,"17,746",2023-09-19
91,"17,276",2023-09-20
90,"23,396",2023-09-21
91,"17,276",2023-09-22
90,577,2023-09-25
91,"41,847",2023-09-26
95,"3,126,315",2023-09-27
91,769,2023-09-27
92,"8,820",2023-09-28
92,"1,753",2023-09-29
92,"2,235",2023-10-02
91,"209,777",2023-10-03
91,"76,494",2023-10-04
91,"29,427",2023-10-05
91,"14,678",2023-10-06
90,"26,609",2023-10-09
90,"5,639",2023-10-10
91,"5,256",2023-10-11
91,"6,316",2023-10-12
91,"3,072",2023-10-13
94,"27,149",2023-10-16
93,"75,040",2023-10-17
91,"6,314",2023-10-18
90,"133,088",2023-10-19
89,"17,623",2023-10-20
89,"10,803",2023-10-23
90,"3,399",2023-10-24
92,"26,472",2023-10-25
92,"11,829",2023-10-26
92,"5,466",2023-10-27
92,"44,935",2023-10-30
90,"11,908",2023-10-31
89,"20,881",2023-11-01
89,"12,378",2023-11-02
92,"29,144",2023-11-03
92,"21,030",2023-11-06
92,"8,199",2023-11-07
90,"8,141",2023-11-08
91,513,2023-11-09
92,"3,738",2023-11-10
92,"7,348",2023-11-13
90,"15,547",2023-11-15
90,565,2023-11-16
90,"55,587",2023-11-17
91,"63,881",2023-11-20
90,"19,952",2023-11-21
91,"1,714,371",2023-11-22
88,"75,364",2023-11-23
88,"53,883",2023-11-24
88,"121,345",2023-11-27
88,"10,626",2023-11-28
88,"11,440",2023-11-29
90,"5,574",2023-11-30
90,"6,697",2023-12-01
90,"6,110",2023-12-04
89,"65,119",2023-12-05
89,"3,104",2023-12-06
88,"27,055",2023-12-07
88,"106,338",2023-12-08
88,"2,259",2023-12-11
88,"9,413",2023-12-12
