2nd Column,6th Column,8th Column
"10,750",87,2017-02-03
"10,750",82,2017-02-06
"11,000",597,2017-02-07
"10,810",185,2017-02-08
"11,000",419,2017-02-09
"10,800",5,2017-02-10
"11,000",538,2017-02-13
"11,000",844,2017-02-14
"11,000",184,2017-02-15
"11,000",39,2017-02-16
"11,000",44,2017-02-17
"11,100",327,2017-02-20
"11,400",420,2017-02-21
"12,200",753,2017-02-22
"12,400",124,2017-02-23
"12,770",193,2017-02-24
"14,400",537,2017-03-02
"13,600",617,2017-03-03
"15,000",975,2017-03-06
"15,050","1,626",2017-03-07
"14,100",235,2017-03-09
"14,500",400,2017-03-10
"14,000",236,2017-03-13
"13,800",159,2017-03-14
"13,600",543,2017-03-15
"13,300",116,2017-03-16
"13,500",750,2017-03-17
"13,100",99,2017-03-20
"13,400",469,2017-03-21
"12,850","1,488",2017-03-22
"13,000",464,2017-03-23
"12,500",725,2017-03-24
"12,100","1,015",2017-03-27
"12,010",114,2017-03-28
"12,500","1,672",2017-03-29
"12,000",851,2017-03-30
"12,000",891,2017-04-03
"12,400",226,2017-04-04
"12,250",792,2017-04-05
"12,350",47,2017-04-06
"12,500",450,2017-04-07
"13,000",73,2017-04-10
"13,250","1,144",2017-04-11
"13,290",37,2017-04-12
"12,910",268,2017-04-13
"13,500",427,2017-04-17
"14,000",146,2017-04-18
"14,050",254,2017-04-19
"14,000",404,2017-04-20
"13,990",185,2017-04-21
"13,610",42,2017-04-24
"14,050",656,2017-04-25
"14,000",46,2017-04-27
"14,090",317,2017-04-28
"14,250",345,2017-05-01
"13,700",208,2017-05-02
"13,700",10,2017-05-03
"13,710",160,2017-05-04
"13,550",522,2017-05-05
"13,550",400,2017-05-08
"13,550",359,2017-05-09
"14,000",699,2017-05-10
"13,750",47,2017-05-11
"14,000",354,2017-05-12
"14,100",42,2017-05-15
"14,200",6,2017-05-16
"14,600",370,2017-05-17
"14,150",137,2017-05-18
"14,000",237,2017-05-19
"14,000",196,2017-05-22
"14,140",417,2017-05-23
"14,290",3,2017-05-24
"14,900",319,2017-05-25
"14,000",84,2017-05-26
"13,700",586,2017-05-29
"14,400",146,2017-05-30
"14,000",18,2017-05-31
"14,000",45,2017-06-02
"14,000",216,2017-06-05
"14,150",786,2017-06-06
"14,100",219,2017-06-07
"13,990",265,2017-06-08
"13,990",230,2017-06-09
"13,660",159,2017-06-12
"13,700",292,2017-06-13
"13,780","2,224",2017-06-14
"11,710",147,2017-06-15
"13,460","2,099",2017-06-16
"13,770","1,330",2017-06-19
"13,770",226,2017-06-20
"13,770",776,2017-06-21
"13,780",727,2017-06-22
"13,500",189,2017-06-23
"13,500",410,2017-06-27
"13,500",863,2017-06-28
"13,300",605,2017-06-30
"13,650","1,020",2017-07-03
"13,400",202,2017-07-04
"13,500",56,2017-07-05
"13,500",292,2017-07-06
"13,500",80,2017-07-16
"13,650",450,2017-07-18
"14,000",809,2017-07-19
"15,350",49,2017-07-20
"14,500",22,2017-07-21
"14,100",116,2017-07-24
"14,700",158,2017-07-25
"14,300",170,2017-07-26
"14,300",21,2017-07-27
"14,110",340,2017-07-28
"13,910",1,2017-07-31
"14,100",15,2017-08-01
"14,450",229,2017-08-02
"14,400",220,2017-08-03
"14,500",175,2017-08-04
"14,500",77,2017-08-08
"14,500",194,2017-08-09
"14,500",15,2017-08-10
"14,600",105,2017-08-11
"14,690",98,2017-08-14
"14,700",74,2017-08-15
"14,510","1,214",2017-08-16
"14,400",25,2017-08-17
"14,400",266,2017-08-18
"15,000",128,2017-08-21
"14,500",126,2017-08-22
"14,500",3,2017-08-23
"15,300",625,2017-08-25
"14,950",187,2017-08-28
"15,100","1,209",2017-08-29
"15,000","1,100",2017-08-30
"15,400",3,2017-08-31
"15,400",200,2017-09-01
"15,500","1,028",2017-09-04
"15,900",106,2017-09-05
"15,850","1,164",2017-09-06
"16,100",500,2017-09-07
"17,900",914,2017-09-08
"18,000","1,489",2017-09-11
"19,000","1,035",2017-09-12
"19,000",280,2017-09-13
"19,900","1,716",2017-09-14
"19,900",81,2017-09-15
"19,750",370,2017-09-18
"20,000",660,2017-09-19
"19,100",145,2017-09-20
"19,000",258,2017-09-21
"19,000",106,2017-09-22
"19,000","1,385",2017-09-25
"18,500",600,2017-09-26
"18,500",961,2017-09-27
"18,000","1,231",2017-09-28
"18,000","1,252",2017-09-29
"18,500",574,2017-10-02
"17,900",250,2017-10-03
"19,000",672,2017-10-04
"19,600",165,2017-10-05
"19,800",42,2017-10-06
"19,100",122,2017-10-09
"19,990",691,2017-10-10
"20,000",550,2017-10-11
"20,000",560,2017-10-12
"20,000",396,2017-10-13
"20,900",74,2017-10-16
"21,000",726,2017-10-17
"20,500",351,2017-10-18
"21,500",124,2017-10-19
"21,800",221,2017-10-20
"21,500",309,2017-10-23
"21,500",319,2017-10-24
"21,500",298,2017-10-25
"22,000",766,2017-10-26
"23,000",280,2017-10-27
"23,500",34,2017-10-30
"23,400",344,2017-10-31
"23,500",403,2017-11-01
"23,500",454,2017-11-02
"23,500",548,2017-11-03
"23,880",164,2017-11-06
"23,900",991,2017-11-07
"23,820",415,2017-11-08
"23,780",693,2017-11-09
"23,700",107,2017-11-10
"23,200",461,2017-11-13
"23,200",468,2017-11-14
"23,500",102,2017-11-15
"24,000","1,116",2017-11-16
"24,500",75,2017-11-17
"25,500",342,2017-11-20
"28,800",720,2017-11-21
"32,680",653,2017-11-22
"35,820",738,2017-11-23
"34,000","1,535",2017-11-24
"33,000",265,2017-11-27
"32,200",516,2017-11-28
"32,300",498,2017-11-29
"36,500","2,109",2017-11-30
"36,300","1,463",2017-12-01
"35,800",683,2017-12-04
"35,100",336,2017-12-05
"35,000",617,2017-12-06
"34,000",428,2017-12-07
"32,800",466,2017-12-08
"32,000",578,2017-12-11
"32,000",467,2017-12-12
"30,200",480,2017-12-13
"29,000",654,2017-12-14
"28,000",681,2017-12-15
"27,000",844,2017-12-18
"26,900","1,001",2017-12-19
"27,000","2,040",2017-12-20
"27,300","1,072",2017-12-21
"27,100","3,825",2017-12-22
"26,000","11,037",2017-12-25
"24,240","15,286",2017-12-26
"23,240",702,2017-12-27
"24,980",630,2017-12-28
"26,740",837,2018-01-02
"29,000","1,113",2018-01-03
"27,900",680,2018-01-04
"26,800",217,2018-01-05
"25,980","1,477",2018-01-08
"25,000","1,331",2018-01-09
"24,900",843,2018-01-10
"24,200",114,2018-01-11
"24,500",293,2018-01-12
"24,900",877,2018-01-15
"24,300",311,2018-01-16
"24,500","1,664",2018-01-17
"24,200",284,2018-01-18
"24,500",359,2018-01-19
"24,800",34,2018-01-22
"24,800",272,2018-01-23
"24,900",774,2018-01-24
"25,000","1,116",2018-01-25
"25,000",170,2018-01-26
"25,500",890,2018-01-29
"25,000",409,2018-01-30
"24,800",164,2018-01-31
"24,800",534,2018-02-01
"24,800","1,417",2018-02-02
"25,500",583,2018-02-05
"24,800",222,2018-02-06
"24,780",453,2018-02-07
"24,400",65,2018-02-08
"24,000",418,2018-02-09
"23,600",435,2018-02-12
"23,100",264,2018-02-13
"23,440",648,2018-02-14
"24,500",469,2018-02-15
"24,000",172,2018-02-19
"24,000",79,2018-02-20
"24,000",145,2018-02-21
"23,500",609,2018-02-22
"23,020",324,2018-02-23
"23,200",280,2018-02-26
"23,200",567,2018-02-27
"23,000",362,2018-02-28
"23,200",239,2018-03-01
"22,900",557,2018-03-02
"23,800",630,2018-03-05
"24,000",427,2018-03-06
"25,000",331,2018-03-07
"24,000",305,2018-03-09
"24,700",397,2018-03-12
"24,500",116,2018-03-13
"24,600",427,2018-03-14
"24,700",311,2018-03-15
"24,000",591,2018-03-16
"24,000",243,2018-03-19
"24,500",146,2018-03-20
"24,500","1,268",2018-03-21
"24,400",187,2018-03-22
"24,200",195,2018-03-23
"23,980",206,2018-03-26
"24,000",384,2018-03-27
"23,940",270,2018-03-28
"23,540",584,2018-03-29
"23,500",194,2018-03-30
"23,500",152,2018-04-02
"23,500",539,2018-04-03
"23,400",59,2018-04-04
"23,400",72,2018-04-05
"23,400",52,2018-04-06
"23,100",68,2018-04-09
"23,000",549,2018-04-10
"22,480",338,2018-04-11
"21,980",511,2018-04-12
"21,980",374,2018-04-13
"22,400",155,2018-04-16
"22,300",457,2018-04-17
"22,500","1,114",2018-04-18
"22,500",229,2018-04-19
"22,000",108,2018-04-20
"22,500",195,2018-04-23
"22,500",645,2018-04-24
"22,360",152,2018-04-25
"22,100",796,2018-04-26
"22,420",302,2018-04-27
"22,200",943,2018-04-30
"22,000",924,2018-05-01
"22,000",160,2018-05-02
"21,900",91,2018-05-03
"22,000","1,722",2018-05-04
"21,900",449,2018-05-07
"22,000","1,005",2018-05-08
"22,000",501,2018-05-09
"21,700",213,2018-05-10
"21,500",951,2018-05-11
"21,700",235,2018-05-14
"21,540",306,2018-05-15
"22,000",965,2018-05-16
"21,500",111,2018-05-17
"21,600",270,2018-05-18
"21,600",455,2018-05-21
"22,400",517,2018-05-22
"21,700",319,2018-05-23
"24,000",91,2018-05-24
"22,500",280,2018-05-25
"22,100",739,2018-05-28
"23,000",182,2018-05-29
"23,100",269,2018-05-30
"23,200",424,2018-05-31
"23,600",636,2018-06-04
"22,600",405,2018-06-05
"22,500",208,2018-06-06
"22,600",303,2018-06-07
"22,600",100,2018-06-08
"23,500","8,544",2018-06-11
"23,800",573,2018-06-12
"23,500","1,084",2018-06-13
"23,000",161,2018-06-14
"23,500",54,2018-06-15
"24,500",525,2018-06-18
"27,000",85,2018-06-19
"25,500",117,2018-06-20
"24,500",65,2018-06-21
"24,100",279,2018-06-22
"24,000",190,2018-06-25
"24,000",190,2018-06-26
"24,500",409,2018-06-27
"23,900",18,2018-06-28
"26,000","1,019",2018-06-29
"24,000",128,2018-07-02
"24,100",182,2018-07-03
"24,500",665,2018-07-05
"24,100",389,2018-07-06
"24,100",129,2018-07-09
"25,900",28,2018-07-10
"25,000",20,2018-07-16
"24,300",55,2018-07-17
"24,300",23,2018-07-18
"24,300",192,2018-07-19
"24,300",219,2018-07-20
"24,240",116,2018-07-23
"24,300",308,2018-07-24
"25,000","1,217",2018-07-25
"24,500",376,2018-07-26
"24,500",175,2018-07-27
"24,900",296,2018-07-30
"25,000",182,2018-07-31
"25,000",162,2018-08-01
"25,500",316,2018-08-02
"25,100",272,2018-08-03
"24,200",59,2018-08-06
"24,300",315,2018-08-07
"25,500",293,2018-08-09
"25,800",563,2018-08-10
"25,100",21,2018-08-13
"25,800",647,2018-08-14
"26,000",242,2018-08-15
"25,700",201,2018-08-16
"25,000",401,2018-08-17
"25,500",483,2018-08-20
"25,000",205,2018-08-21
"25,000",97,2018-08-22
"24,900",254,2018-08-23
"24,900",58,2018-08-24
"25,600",599,2018-08-27
"25,800",131,2018-08-28
"27,900",868,2018-08-29
"31,100",368,2018-08-30
"35,760","4,523",2018-08-31
"32,500","1,005",2018-09-03
"30,800",406,2018-09-04
"31,300",391,2018-09-05
"31,900",534,2018-09-06
"31,900","1,030",2018-09-07
"34,000",818,2018-09-10
"34,800",707,2018-09-11
"34,860","1,553",2018-09-12
"34,460",464,2018-09-13
"33,000","2,208",2018-09-14
"33,500","1,476",2018-09-17
"32,000",272,2018-09-18
"31,600",227,2018-09-19
"32,500",486,2018-09-20
"32,500",780,2018-09-21
"32,400",409,2018-09-24
"32,020",549,2018-09-25
"32,800",564,2018-09-26
"33,800",351,2018-09-27
"33,800",953,2018-09-28
"34,480","1,094",2018-10-01
"34,480","10,348",2018-10-02
"34,600","3,877",2018-10-03
"34,300","5,432",2018-10-04
"33,680",707,2018-10-05
"33,880",313,2018-10-08
"33,900",743,2018-10-09
"33,980",996,2018-10-10
"33,900",287,2018-10-11
"33,940",408,2018-10-12
"34,020","1,039",2018-10-15
"34,600","1,320",2018-10-16
"34,020",270,2018-10-17
"33,980",202,2018-10-18
"34,000","1,095",2018-10-19
"34,000",461,2018-10-22
"34,500","1,588",2018-10-23
"33,900",843,2018-10-24
"33,880",624,2018-10-25
"34,100",283,2018-10-26
"34,160",86,2018-10-29
"34,300",512,2018-10-30
"34,300",490,2018-10-31
"34,000",497,2018-11-01
"34,300",152,2018-11-02
"34,160",115,2018-11-05
"34,200",309,2018-11-06
"34,200",167,2018-11-07
"34,200",146,2018-11-12
"34,000",397,2018-11-13
"33,900",256,2018-11-14
"33,600",203,2018-11-15
"32,500",147,2018-11-16
"32,100",406,2018-11-19
"32,700",310,2018-11-20
"32,900",35,2018-11-21
"32,900",167,2018-11-22
"32,600",152,2018-11-23
"32,800",494,2018-11-27
"32,900",773,2018-11-28
"32,600",28,2018-11-17
"32,500",36,2018-11-29
"33,000",529,2018-11-30
369,"428,390",2018-12-14
375,"280,169",2018-12-17
373,"247,172",2018-12-18
365,"117,686",2018-12-19
360,"182,969",2018-12-20
357,"73,395",2018-12-21
358,"42,729",2018-12-24
340,"120,047",2018-12-25
334,"20,198",2018-12-26
334,"121,757",2018-12-27
339,"50,058",2018-12-28
346,"68,850",2018-12-31
344,"94,850",2019-01-02
345,"38,111",2019-01-03
342,"5,555",2019-01-04
353,"98,436",2019-01-07
350,"47,312",2019-01-08
353,"157,256",2019-01-09
357,"41,627",2019-01-10
358,"56,507",2019-01-11
356,"58,230",2019-01-14
349,"113,801",2019-01-15
341,"24,357",2019-01-16
339,"31,576",2019-01-17
338,"40,900",2019-01-18
334,"83,539",2019-01-21
334,"60,671",2019-01-22
331,"19,659",2019-01-23
339,"15,068",2019-01-24
336,"8,120",2019-01-25
334,"39,981",2019-01-28
334,"34,740",2019-01-29
339,"15,821",2019-01-30
339,"259,157",2019-01-31
345,"33,524",2019-02-01
340,"23,459",2019-02-02
345,"5,919",2019-02-04
348,"261,527",2019-02-11
345,"14,948",2019-02-12
344,"113,308",2019-02-13
338,"184,157",2019-02-14
345,"117,561",2019-02-15
340,"12,853",2019-02-18
