2nd Column,6th Column,8th Column
63,"12,366",2020-07-21
64,"3,500",2020-07-22
64,"5,200",2020-07-23
64,"9,676",2020-07-24
63,"24,715",2020-07-27
63,"7,640",2020-07-28
62,"1,000",2020-07-30
64,"11,210",2020-07-31
64,"13,860",2020-08-03
62,"6,838",2020-08-04
62,206,2020-08-05
62,"4,605",2020-08-06
63,"13,482",2020-08-07
63,"4,700",2020-08-10
63,"6,229",2020-08-11
63,"5,951",2020-08-12
63,620,2020-08-13
63,610,2020-08-14
63,"4,428",2020-08-17
64,"4,451",2020-08-18
64,529,2020-08-19
64,"6,700",2020-08-20
64,"1,000",2020-08-21
64,"28,248",2020-08-24
64,"28,014",2020-08-25
64,"10,014",2020-08-26
63,"2,245",2020-08-27
64,"27,142",2020-08-28
63,"4,019",2020-08-31
63,"16,606",2020-09-01
63,"19,079",2020-09-02
63,"7,890",2020-09-03
63,"13,310",2020-09-04
63,"18,467",2020-09-08
63,"1,200",2020-09-09
63,"94,915",2020-09-10
65,"92,381",2020-09-11
74,"344,045",2020-09-14
70,"657,512",2020-09-15
72,"29,075",2020-09-16
71,"1,162,851",2020-09-17
71,"21,101",2020-09-18
71,"13,080",2020-09-21
70,"4,094",2020-09-22
70,"16,313",2020-09-23
70,"29,536",2020-09-24
70,"3,129",2020-09-25
70,"83,816",2020-09-28
70,"27,404",2020-09-29
70,"29,349",2020-09-30
70,"24,199",2020-10-01
70,1,2020-10-02
70,"17,374",2020-10-05
70,"15,323",2020-10-06
70,"26,257",2020-10-07
71,"21,183",2020-10-08
70,"3,841",2020-10-09
70,"85,155",2020-10-12
71,"45,033",2020-10-13
71,"6,583",2020-10-14
70,"292,548",2020-10-16
70,"44,722",2020-10-19
70,"30,253",2020-10-20
70,"2,795",2020-10-21
70,"8,956",2020-10-22
69,"3,210",2020-10-23
69,"1,500",2020-10-26
69,"3,490",2020-10-28
68,"2,060",2020-10-29
68,958,2020-10-30
68,"26,415",2020-11-02
68,"9,471",2020-11-04
68,420,2020-11-05
68,"19,643",2020-11-06
68,"9,962",2020-11-09
68,"8,871",2020-11-10
68,"2,141",2020-11-11
68,700,2020-11-12
68,998,2020-11-13
68,400,2020-11-18
68,"1,689",2020-11-19
68,"8,474",2020-11-20
68,"1,600",2020-11-23
68,442,2020-11-24
68,"2,980",2020-11-25
68,"8,709",2020-11-27
68,"2,309",2020-11-30
68,895,2020-12-01
68,"3,567",2020-12-02
68,600,2020-12-03
68,365,2020-12-04
68,"22,759",2020-12-07
68,539,2020-12-08
68,"40,375",2020-12-09
68,"14,170",2020-12-10
68,301,2020-12-11
68,"18,123",2020-12-14
68,"3,391",2020-12-15
68,"34,167",2020-12-16
68,"11,051",2020-12-17
68,"71,244",2020-12-18
68,"12,697",2020-12-21
68,"7,879",2020-12-22
68,"6,623",2020-12-23
67,"6,696",2020-12-24
67,"10,382",2020-12-25
67,"4,662",2020-12-28
67,"20,650",2020-12-30
67,"1,895",2020-12-31
67,"11,011",2021-01-04
67,"21,382",2021-01-05
67,"6,040",2021-01-06
67,"2,682",2021-01-07
67,581,2021-01-08
68,"4,988",2021-01-11
68,"23,328",2021-01-12
69,"937,192",2021-01-13
70,"1,905",2021-01-14
68,"19,193",2021-01-15
68,"2,475",2021-01-18
68,"16,103",2021-01-19
68,"8,241",2021-01-20
67,"2,914",2021-01-21
67,"13,710",2021-01-22
67,"4,745",2021-01-25
67,"12,467",2021-01-26
66,"27,709",2021-01-27
67,"70,250",2021-01-28
68,"440,464",2021-01-29
68,"45,051",2021-02-01
66,"7,773",2021-02-02
67,"2,425",2021-02-03
68,"7,037",2021-02-04
66,"44,688",2021-02-05
68,"9,502",2021-02-08
67,"3,768",2021-02-09
67,"52,536",2021-02-10
67,"6,909",2021-02-11
67,"34,336",2021-02-15
69,"87,677",2021-02-16
72,"1,542,630",2021-02-17
80,"131,927",2021-02-18
77,"270,273",2021-02-19
74,"145,824",2021-02-22
70,"822,847",2021-02-23
70,"32,549",2021-02-24
69,"45,316",2021-02-25
68,"192,391",2021-02-26
69,"108,232",2021-03-01
71,"107,904",2021-03-02
70,"29,709",2021-03-03
70,"22,519",2021-03-04
70,"67,073",2021-03-05
70,"59,737",2021-03-09
70,"91,323",2021-03-10
70,"67,952",2021-03-11
68,"334,072",2021-03-12
67,"19,131",2021-03-15
67,"70,290",2021-03-16
67,"51,879",2021-03-17
67,"217,782",2021-03-18
67,"146,914",2021-03-19
68,"153,033",2021-03-22
69,"328,173",2021-03-23
68,"159,593",2021-03-24
71,"164,821",2021-03-25
71,"245,321",2021-03-26
73,"192,745",2021-03-29
74,"325,827",2021-03-30
73,"375,272",2021-03-31
72,"161,856",2021-04-01
71,"21,392",2021-04-02
70,"79,087",2021-04-05
70,"57,970",2021-04-06
70,"143,495",2021-04-07
70,"143,495",2021-04-07
68,"22,963",2021-04-08
69,"32,985",2021-04-09
69,"70,570",2021-04-12
70,"30,687",2021-04-13
70,"22,954",2021-04-14
70,"13,413",2021-04-15
70,"35,688",2021-04-16
68,"85,020",2021-04-19
68,"45,016",2021-04-20
68,"16,008",2021-04-21
69,"28,159",2021-04-22
68,"39,350",2021-04-23
68,"46,347",2021-04-26
68,"194,907",2021-04-27
70,"48,835",2021-04-28
70,"50,549",2021-04-29
68,"28,525",2021-04-30
68,"16,858",2021-05-03
68,"30,070",2021-05-04
68,"49,126",2021-05-05
68,"10,533",2021-05-06
68,"67,432",2021-05-07
68,"51,011",2021-05-10
67,"20,221",2021-05-11
67,"15,220",2021-05-12
68,"5,497",2021-05-13
68,"20,482",2021-05-14
69,"171,263",2021-05-17
69,"19,443",2021-05-18
69,"51,573",2021-05-19
68,"2,582",2021-05-20
68,"134,070",2021-05-21
69,"98,824",2021-05-24
69,575,2021-05-25
69,"451,657",2021-05-27
69,"3,616",2021-05-28
68,"41,372",2021-05-31
68,"7,213",2021-06-02
68,"105,119",2021-06-03
69,"80,633",2021-06-04
69,"3,152",2021-06-07
67,"15,488",2021-06-08
67,"8,858",2021-06-10
67,464,2021-06-11
66,"10,500",2021-06-14
65,"120,000",2021-06-15
66,"7,267",2021-06-16
66,"30,601",2021-06-17
66,"33,684",2021-06-18
66,"17,840",2021-06-21
65,"10,000",2021-06-22
66,"10,985",2021-06-23
69,"58,338",2021-06-24
64,"2,888",2021-06-25
64,"11,307",2021-06-28
67,"4,566",2021-06-29
67,"11,829",2021-06-30
67,"2,770",2021-07-01
67,"29,089",2021-07-02
67,"20,572",2021-07-05
67,"36,026",2021-07-06
67,"14,264",2021-07-07
67,"12,500",2021-07-08
67,"22,372",2021-07-09
67,"66,151",2021-07-19
67,"95,521",2021-07-20
67,"1,335",2021-07-21
67,"2,085",2021-07-22
66,"1,000",2021-07-23
67,"2,340",2021-07-24
67,"14,227",2021-07-26
67,"12,490",2021-07-27
66,"12,023",2021-07-28
65,"7,551",2021-07-29
65,"19,399",2021-07-30
65,"2,173",2021-08-02
66,"28,278",2021-08-03
65,"18,713",2021-08-04
66,"58,675",2021-08-05
66,"45,482",2021-08-06
68,"103,708",2021-08-09
68,"35,964",2021-08-10
68,"195,941",2021-08-11
67,"15,463",2021-08-12
67,"26,075",2021-08-13
67,"141,169",2021-08-16
66,"45,915",2021-08-17
66,"3,450",2021-08-18
68,"53,971",2021-08-19
70,"54,422",2021-08-20
70,"100,587",2021-08-23
69,"132,427",2021-08-24
69,"130,319",2021-08-25
68,"160,678",2021-08-26
70,"115,643",2021-08-27
72,"185,406",2021-08-30
74,"110,946",2021-08-31
75,"127,492",2021-09-01
73,"345,716",2021-09-02
73,"247,179",2021-09-03
74,"269,020",2021-09-06
75,"48,885",2021-09-07
77,"117,952",2021-09-08
79,"99,363",2021-09-09
90,"353,846",2021-09-10
88,"183,774",2021-09-13
85,"189,257",2021-09-14
84,"248,506",2021-09-15
83,"157,523",2021-09-16
89,"363,218",2021-09-17
89,"228,614",2021-09-20
86,"65,584",2021-09-21
88,"246,130",2021-09-22
86,"398,833",2021-09-23
89,"190,660",2021-09-24
87,"76,163",2021-09-27
88,"130,928",2021-09-28
87,"186,336",2021-09-29
87,"59,763",2021-09-30
87,"69,229",2021-10-01
87,"164,795",2021-10-04
87,"21,828",2021-10-05
87,"152,365",2021-10-06
88,"186,432",2021-10-07
87,"241,358",2021-10-08
87,"125,856",2021-10-11
87,"255,468",2021-10-12
86,"41,599",2021-10-13
86,"92,273",2021-10-14
86,"105,252",2021-10-15
86,"201,019",2021-10-18
86,"211,923",2021-10-19
85,"527,329",2021-10-20
85,"5,103",2021-10-21
85,"111,016",2021-10-22
86,"211,321",2021-10-25
90,"457,553",2021-10-26
94,"130,474",2021-10-27
99,"157,132",2021-10-28
95,"46,563",2021-10-29
95,"205,087",2021-11-01
95,"59,168",2021-11-02
94,"158,166",2021-11-03
93,"247,155",2021-11-04
93,"59,371",2021-11-08
94,"106,854",2021-11-09
94,"57,205",2021-11-10
94,"126,879",2021-11-11
94,"27,194",2021-11-12
94,"129,162",2021-11-15
94,"169,923",2021-11-16
95,"121,779",2021-11-17
95,"132,606",2021-11-18
95,"56,215",2021-11-19
95,"30,064",2021-11-22
95,"10,829",2021-11-23
95,"68,314",2021-11-24
95,"22,799",2021-11-25
95,"36,112",2021-11-29
97,"128,596",2021-11-30
97,"66,280",2021-12-01
96,"114,743",2021-12-02
97,"18,903",2021-12-03
99,"178,392",2021-12-06
100,"227,832",2021-12-07
105,"247,946",2021-12-08
110,"133,372",2021-12-09
107,"164,944",2021-12-10
107,"96,921",2021-12-13
107,"50,242",2021-12-14
107,"70,457",2021-12-15
107,"142,607",2021-12-16
108,"117,500",2021-12-17
109,"227,463",2021-12-20
115,"214,622",2021-12-21
115,"67,122",2021-12-22
115,"121,999",2021-12-23
115,"88,310",2021-12-24
115,"189,553",2021-12-27
115,"416,787",2021-12-28
114,"400,201",2021-12-30
114,"203,394",2021-12-31
114,"162,937",2022-01-03
114,"267,212",2022-01-04
113,"192,772",2022-01-05
113,"1,847,841",2022-01-06
113,"1,033,626",2022-01-07
113,"1,199,688",2022-01-10
113,"366,463",2022-01-11
113,"256,272",2022-01-12
113,"208,776",2022-01-13
114,"207,017",2022-01-14
115,"112,496",2022-01-17
115,"82,897",2022-01-18
115,"131,139",2022-01-19
115,"556,658",2022-01-20
119,"655,965",2022-01-21
126,"653,375",2022-01-24
130,"624,041",2022-01-25
138,"624,701",2022-01-26
142,"641,504",2022-01-27
145,"654,929",2022-01-28
150,"738,745",2022-01-31
150,"819,673",2022-02-01
150,"578,443",2022-02-07
150,"237,214",2022-02-08
147,"645,645",2022-02-09
145,"18,818",2022-02-10
144,"427,803",2022-02-11
145,"321,824",2022-02-14
145,"311,274",2022-02-15
145,"107,082",2022-02-16
145,"31,305",2022-02-18
142,"46,168",2022-02-21
139,"68,667",2022-02-22
133,"61,478",2022-02-23
139,"75,622",2022-02-24
139,"314,773",2022-02-25
135,"108,475",2022-02-28
135,"152,394",2022-03-01
136,"121,377",2022-03-02
127,"112,059",2022-03-03
122,"163,234",2022-03-04
120,"79,971",2022-03-07
120,"55,004",2022-03-09
116,"97,838",2022-03-10
116,"11,755",2022-03-11
116,"172,560",2022-03-14
115,"21,930",2022-03-15
116,"10,925",2022-03-16
114,"72,306",2022-03-17
114,"12,451",2022-03-18
112,"107,690",2022-03-21
114,"129,958",2022-03-22
115,"64,911",2022-03-23
115,"56,535",2022-03-24
117,"54,674",2022-03-25
118,"57,011",2022-03-28
117,"42,777",2022-03-29
116,"51,609",2022-03-30
116,"55,581",2022-03-31
115,"25,678",2022-04-01
113,"13,351",2022-04-04
113,"19,668",2022-04-05
113,"191,172",2022-04-06
115,"7,474",2022-04-07
114,"80,718",2022-04-08
115,"73,289",2022-04-11
113,"71,175",2022-04-12
114,"74,247",2022-04-13
114,"86,653",2022-04-14
115,"39,698",2022-04-15
115,"65,399",2022-04-18
115,"144,811",2022-04-19
115,"46,862",2022-04-20
115,"90,378",2022-04-21
115,"22,541",2022-04-22
115,"48,910",2022-04-25
115,"156,372",2022-04-26
115,"41,828",2022-04-27
115,"33,766",2022-04-28
114,"16,458",2022-04-29
114,"78,345",2022-05-02
114,"33,248",2022-05-03
114,"63,042",2022-05-04
114,"96,428",2022-05-05
112,"31,959",2022-05-06
112,"23,862",2022-05-09
111,"9,703",2022-05-10
110,"108,994",2022-05-11
110,"59,934",2022-05-12
108,"17,167",2022-05-13
107,"49,238",2022-05-17
107,"78,805",2022-05-18
107,"10,086",2022-05-19
108,"81,121",2022-05-20
108,"59,800",2022-05-16
106,"8,246",2022-05-23
108,"2,022",2022-05-24
108,"31,236",2022-05-25
108,"4,078",2022-05-26
108,"16,115",2022-05-27
107,"25,717",2022-05-30
108,"26,420",2022-05-31
108,"18,118",2022-06-02
108,"6,906",2022-06-03
108,"8,372",2022-06-06
108,"18,217",2022-06-07
108,"2,605",2022-06-08
110,"27,991",2022-06-09
110,"1,530",2022-06-10
111,"35,233",2022-06-13
109,"21,150",2022-06-15
110,"197,962",2022-06-16
106,"110,388",2022-06-17
104,"68,353",2022-06-20
104,"143,676",2022-06-21
106,"326,917",2022-06-22
106,"154,436",2022-06-23
107,"124,830",2022-06-24
108,"25,338",2022-06-27
108,"30,431",2022-06-28
107,"20,591",2022-06-29
108,"33,642",2022-06-30
110,"27,961",2022-07-01
115,"1,806,227",2022-07-04
115,"43,758",2022-07-05
110,"13,708",2022-07-06
114,"18,356",2022-07-07
110,"42,742",2022-07-08
110,"52,761",2022-07-18
110,"18,157",2022-07-19
112,"96,978",2022-07-20
114,"67,895",2022-07-21
115,"85,087",2022-07-22
116,"139,059",2022-07-25
118,"45,153",2022-07-26
115,"21,557",2022-07-27
114,"92,437",2022-07-28
120,"112,970",2022-07-29
124,"89,767",2022-08-01
123,"18,694",2022-08-02
123,"28,528",2022-08-03
123,"43,523",2022-08-04
123,"50,327",2022-08-05
123,"32,015",2022-08-08
122,"11,253",2022-08-09
122,"32,024",2022-08-10
121,"2,433",2022-08-11
120,"5,477",2022-08-12
118,"14,977",2022-08-15
118,"16,570",2022-08-16
118,"28,044",2022-08-17
118,"12,855",2022-08-18
120,"9,686",2022-08-19
118,"7,019",2022-08-22
118,"16,800",2022-08-23
118,"91,572",2022-08-24
115,"16,569",2022-08-25
115,"7,571",2022-08-26
113,"11,123",2022-08-29
111,"23,193",2022-08-30
111,"74,760",2022-08-31
111,"40,150",2022-09-01
111,"11,418",2022-09-02
111,"30,062",2022-09-05
110,"10,292",2022-09-06
115,"77,653",2022-09-07
120,"67,469",2022-09-08
118,"36,794",2022-09-09
114,"16,922",2022-09-12
112,"62,307",2022-09-13
110,"30,319",2022-09-14
110,"6,471",2022-09-15
110,"72,771",2022-09-16
110,"46,827",2022-09-19
107,"40,201",2022-09-20
105,"12,376",2022-09-21
105,"22,834",2022-09-22
105,"7,528",2022-09-23
105,"21,813",2022-09-26
103,"20,402",2022-09-27
100,"85,927",2022-09-28
100,"48,800",2022-09-29
104,"2,595",2022-09-30
99,"102,623",2022-10-03
99,"9,655",2022-10-04
98,"4,475",2022-10-05
97,"5,577",2022-10-06
98,"9,877",2022-10-07
99,"67,076",2022-10-10
96,"42,066",2022-10-11
90,"40,021",2022-10-12
95,"56,422",2022-10-13
94,"92,811",2022-10-14
95,"52,288",2022-10-17
95,"49,802",2022-10-18
95,"28,822",2022-10-19
94,"6,353",2022-10-20
93,"42,241",2022-10-21
97,"59,962",2022-10-24
97,"18,393",2022-10-25
97,"22,734",2022-10-26
97,"28,684",2022-10-27
96,"19,733",2022-10-28
96,"36,638",2022-10-31
104,"32,912",2022-11-01
100,"14,994",2022-11-02
100,"12,682",2022-11-03
100,"22,069",2022-11-04
106,"77,163",2022-11-07
105,"61,856",2022-11-08
110,"32,437",2022-11-09
110,"20,463",2022-11-10
110,"46,158",2022-11-11
110,"45,743",2022-11-14
110,"19,429",2022-11-15
106,"33,415",2022-11-16
105,"20,216",2022-11-17
104,"25,370",2022-11-18
100,"13,786",2022-11-21
100,"23,307",2022-11-22
97,"45,796",2022-11-23
96,"59,039",2022-11-25
95,"38,825",2022-11-28
93,"9,679",2022-11-29
95,"27,975",2022-11-30
93,"16,975",2022-12-01
93,"7,054",2022-12-02
93,"11,061",2022-12-05
95,"13,642",2022-12-06
93,"461,497",2022-12-07
93,"15,845",2022-12-08
95,"8,879",2022-12-09
97,"42,020",2022-12-12
97,"19,842",2022-12-13
97,"17,335",2022-12-14
97,"131,120",2022-12-15
97,"23,104",2022-12-16
97,"35,543",2022-12-19
100,"244,704",2022-12-20
103,"102,540",2022-12-21
112,"75,958",2022-12-22
120,"45,568",2022-12-23
120,"237,778",2022-12-26
117,"79,853",2022-12-27
124,"172,851",2022-12-28
125,"148,585",2022-12-30
123,"62,068",2023-01-02
123,"96,740",2023-01-03
122,"86,513",2023-01-04
122,"39,234",2023-01-05
120,"91,319",2023-01-06
122,"92,394",2023-01-09
119,"84,528",2023-01-10
119,"64,739",2023-01-11
120,"84,939",2023-01-12
121,"31,503",2023-01-13
121,"202,463",2023-01-16
121,"183,264",2023-01-17
120,"245,396",2023-01-18
119,"91,155",2023-01-19
120,"99,108",2023-01-20
120,"131,541",2023-01-23
118,"145,595",2023-01-24
118,"83,183",2023-01-25
118,"78,102",2023-01-26
118,"85,781",2023-01-27
118,"84,181",2023-01-30
119,"8,394",2023-01-31
119,"4,667",2023-02-01
120,"21,462",2023-02-02
120,"41,463",2023-02-03
120,"274,405",2023-02-06
120,"25,326",2023-02-07
120,"63,480",2023-02-08
120,"128,442",2023-02-09
116,"70,926",2023-02-10
118,"10,204",2023-02-13
118,"22,413",2023-02-14
118,"47,400",2023-02-15
117,"20,739",2023-02-16
115,"9,694",2023-02-17
115,"71,322",2023-02-20
115,"6,999",2023-02-24
115,"25,896",2023-02-27
115,"16,303",2023-02-28
115,"7,368",2023-03-01
114,"18,528",2023-03-02
114,"38,408",2023-03-03
114,"36,946",2023-03-06
109,"19,431",2023-03-07
109,"15,882",2023-03-09
109,"55,844",2023-03-10
107,"65,278",2023-03-13
106,"18,596",2023-03-14
106,"55,997",2023-03-15
107,"34,568",2023-03-16
112,"20,754",2023-03-17
110,"31,362",2023-03-20
110,"36,385",2023-03-21
109,"14,841",2023-03-22
109,"170,056",2023-03-23
118,"347,924",2023-03-24
117,"14,371",2023-03-27
111,"53,210",2023-03-28
109,"38,755",2023-03-29
108,"14,929",2023-03-30
109,"114,054",2023-03-31
109,"193,314",2023-04-03
105,"48,793",2023-04-04
104,"177,197",2023-04-05
105,"8,183",2023-04-06
104,"13,585",2023-04-07
107,"17,138",2023-04-10
104,"24,299",2023-04-11
105,"58,647",2023-04-12
107,"45,385",2023-04-13
106,"60,091",2023-04-14
105,"37,410",2023-04-17
108,"25,010",2023-04-18
109,"95,621",2023-04-19
110,"38,311",2023-04-20
114,"64,897",2023-04-21
113,"190,851",2023-04-24
113,"42,689",2023-04-25
112,"31,688",2023-04-26
113,"145,734",2023-04-27
113,"219,412",2023-04-28
112,"127,302",2023-05-01
112,"48,260",2023-05-02
112,"167,232",2023-05-03
110,"66,080",2023-05-04
110,"81,183",2023-05-05
110,"207,401",2023-05-08
110,"28,571",2023-05-09
110,"110,283",2023-05-10
111,"136,701",2023-05-11
111,"79,151",2023-05-12
110,"41,345",2023-05-15
109,"36,045",2023-05-16
110,"65,826",2023-05-17
109,"21,789",2023-05-18
109,"32,284",2023-05-19
108,"104,133",2023-05-22
107,"18,947",2023-05-23
107,"57,033",2023-05-24
107,"7,261",2023-05-25
107,"30,228",2023-05-26
107,"14,191",2023-05-29
106,"27,333",2023-05-30
108,"146,309",2023-05-31
108,"24,350",2023-06-02
108,"65,007",2023-06-05
108,"27,070",2023-06-06
108,"104,646",2023-06-07
109,"101,336",2023-06-08
110,"260,134",2023-06-09
110,"36,245",2023-06-12
113,"47,101",2023-06-13
115,"65,925",2023-06-14
113,"121,254",2023-06-15
114,"23,793",2023-06-16
115,"238,049",2023-06-19
115,"31,867",2023-06-20
115,"25,939",2023-06-21
115,"6,746",2023-06-22
115,813,2023-06-23
115,"55,872",2023-06-26
112,"101,995",2023-06-27
110,"13,655",2023-06-28
105,"100,160",2023-06-29
108,"2,609",2023-06-30
107,"41,454",2023-07-03
109,"53,327",2023-07-04
