2nd Column,6th Column,8th Column
"2,950",20,2021-01-07
"2,950","2,846",2021-01-08
"2,950",47,2021-01-11
"2,950",341,2021-01-12
"2,950",120,2021-01-13
"2,940","9,203",2021-01-14
"2,939",5,2021-01-15
"2,940",517,2021-01-18
"2,940",153,2021-01-19
"2,940",223,2021-01-20
"2,940",907,2021-01-21
"2,950",550,2021-01-22
"2,950",280,2021-01-25
"2,950",38,2021-01-26
"2,940","5,865",2021-01-27
"2,930","3,342",2021-01-28
"2,920",987,2021-01-29
"2,919",455,2021-02-01
"2,919","2,111",2021-02-02
"2,905",412,2021-02-03
"2,900",553,2021-02-04
"2,900",60,2021-02-05
"2,929",33,2021-02-08
"2,900",90,2021-02-09
"2,939",150,2021-02-10
"2,900",10,2021-02-11
"2,900",170,2021-02-15
"2,900",162,2021-02-16
"2,920",107,2021-02-17
"2,920",40,2021-02-18
"2,940",23,2021-02-19
"2,940",415,2021-02-22
"2,940","2,400",2021-02-23
"2,900",11,2021-02-24
"2,900",19,2021-02-25
"2,850",400,2021-02-26
"3,272","8,378",2021-03-01
"3,250",612,2021-03-02
"3,320","1,898",2021-03-03
"3,315",167,2021-03-04
"3,299",473,2021-03-05
"3,299",956,2021-03-09
"3,299","1,005",2021-03-10
"3,299","3,979",2021-03-11
"3,299","2,127",2021-03-12
"3,297","1,349",2021-03-15
"3,300",625,2021-03-16
"3,200",209,2021-03-17
"3,180",50,2021-03-18
"3,280",141,2021-03-19
"3,200",118,2021-03-22
"3,199","22,640",2021-03-23
"3,090",115,2021-03-24
"3,035",235,2021-03-25
"3,070",882,2021-03-26
"3,150",123,2021-03-29
"3,185",30,2021-03-30
"3,185",25,2021-03-31
"3,100",319,2021-04-01
"3,191",185,2021-04-02
"3,100",97,2021-04-05
"3,150","1,264",2021-04-06
"3,190",37,2021-04-08
"3,150",263,2021-04-09
"3,300","20,461",2021-04-12
"3,051","13,091",2021-04-13
"3,150",286,2021-04-14
"3,197",811,2021-04-15
"2,720","1,250,000",2021-04-15
"3,006","24,488",2021-04-16
"3,198","1,581",2021-04-19
"3,189","3,032",2021-04-20
"3,195","2,600",2021-04-21
"3,195",902,2021-04-22
"3,298","3,633",2021-04-23
"3,300","6,639",2021-04-26
"3,349","1,402",2021-04-27
"3,365","1,543",2021-04-28
"3,355","1,626",2021-04-29
"3,500","3,220",2021-04-30
"3,400","2,366",2021-05-03
"3,330",420,2021-05-04
"3,290",756,2021-05-05
"3,384",550,2021-05-06
"3,350","1,540",2021-05-07
"3,349",163,2021-05-10
"3,255","1,161",2021-05-11
"3,249","2,016",2021-05-12
"3,200",50,2021-05-13
"3,210",153,2021-05-14
"3,248",22,2021-05-17
"3,250",332,2021-05-18
"3,250",405,2021-05-19
"3,200","1,990",2021-05-20
"3,199",220,2021-05-21
"3,199",130,2021-05-24
"3,198","1,907",2021-05-25
"3,159","9,104",2021-05-27
"3,050","61,142",2021-05-28
"3,000",62,2021-05-31
"3,000",122,2021-06-02
"3,000",630,2021-06-03
"3,000","1,037",2021-06-04
"3,000",120,2021-06-07
"2,950",150,2021-06-08
"3,050",453,2021-06-10
"3,148",558,2021-06-11
"3,145",148,2021-06-14
"3,139",592,2021-06-15
"3,137",130,2021-06-16
"3,136",120,2021-06-17
"3,134",24,2021-06-18
"3,134",81,2021-06-21
"3,050",320,2021-06-22
"3,130",42,2021-06-23
"3,130",10,2021-06-24
"3,130",120,2021-06-25
"3,136",65,2021-06-28
"3,137",571,2021-06-29
"3,137",124,2021-06-30
"3,139",39,2021-07-01
"3,150",3,2021-07-02
"3,191",46,2021-07-05
"3,110",87,2021-07-06
"3,110",419,2021-07-07
"3,100",140,2021-07-08
"3,100",857,2021-07-09
"3,115",107,2021-07-19
"3,100",61,2021-07-20
"3,100",44,2021-07-21
"3,180",531,2021-07-22
"3,200","1,365",2021-07-23
"3,200",208,2021-07-24
"3,200","1,421",2021-07-26
"3,200",117,2021-07-27
"3,200",355,2021-07-28
"3,200",155,2021-07-29
"3,215",334,2021-07-30
"3,196",382,2021-08-02
"3,125",19,2021-08-03
"3,125",385,2021-08-04
"3,150",6,2021-08-05
"3,195",81,2021-08-06
"3,240",465,2021-08-09
"3,240",1,2021-08-10
"3,250",179,2021-08-11
"3,245",350,2021-08-12
"3,260","1,199",2021-08-13
"3,270","1,070",2021-08-16
"3,253",49,2021-08-17
"3,260",49,2021-08-18
"3,250",843,2021-08-19
"3,248","1,008",2021-08-20
"3,160",225,2021-08-23
"3,150","6,597",2021-08-24
"3,140",713,2021-08-25
"3,130","1,593",2021-08-26
"3,135",836,2021-08-27
"3,100","3,059",2021-08-30
"3,100",72,2021-08-31
"3,099",940,2021-09-01
"3,098",826,2021-09-02
"3,100",48,2021-09-03
"3,130","2,497",2021-09-06
"3,215","1,217",2021-09-07
"3,200",489,2021-09-08
"3,297","3,366",2021-09-09
"3,350","1,029",2021-09-10
"3,380",533,2021-09-13
"3,390",830,2021-09-14
"3,390",300,2021-09-15
"3,390",81,2021-09-16
"3,395",228,2021-09-17
"3,390",151,2021-09-20
"3,385",293,2021-09-21
"3,385",106,2021-09-22
"3,389",174,2021-09-23
"3,389",310,2021-09-24
"3,389",139,2021-09-27
"3,383","1,551",2021-09-28
"3,383",9,2021-09-29
"3,383",548,2021-09-30
"3,381",255,2021-10-01
"3,300",264,2021-10-04
"3,300","2,518",2021-10-05
"3,300",275,2021-10-06
"3,300","21,665",2021-10-07
"3,370","1,585",2021-10-08
"3,370","1,070",2021-10-11
"3,370",84,2021-10-12
"3,380",371,2021-10-13
"3,380",201,2021-10-14
"3,382",115,2021-10-15
"3,382",462,2021-10-18
"3,382",313,2021-10-19
"3,380",41,2021-10-20
"3,382",59,2021-10-21
"3,300",329,2021-10-22
"3,300",8,2021-10-25
"3,300",257,2021-10-26
"3,299",259,2021-10-27
"3,299",344,2021-10-28
"3,299",68,2021-10-29
"3,300",245,2021-11-01
"3,270",780,2021-11-02
"3,300",150,2021-11-03
"3,290","14,064",2021-11-04
"3,290",231,2021-11-08
"3,300",342,2021-11-09
"3,298",50,2021-11-10
"3,300",53,2021-11-11
"3,300",20,2021-11-12
"3,300",437,2021-11-15
"3,299",7,2021-11-16
"3,200",230,2021-11-17
"3,300","4,042",2021-11-18
"3,300",322,2021-11-19
"3,299",151,2021-11-22
"3,300",68,2021-11-23
"3,300",10,2021-11-24
"3,299","7,053",2021-11-25
"3,250","3,610",2021-11-29
"3,300","3,475",2021-11-30
"3,300",430,2021-12-01
"3,299",30,2021-12-02
"3,300","3,661",2021-12-06
"3,390",70,2021-12-07
"3,300","5,045",2021-12-08
"3,300","11,488",2021-12-09
"3,300","4,045",2021-12-10
"3,350","10,255",2021-12-13
"3,380","1,520",2021-12-14
"3,380",290,2021-12-15
"3,389","10,788",2021-12-16
"3,400","1,280",2021-12-17
"3,400",223,2021-12-20
"3,300","1,858",2021-12-21
"3,400","7,788",2021-12-22
"3,450","16,191",2021-12-23
"3,675","13,805",2021-12-24
"3,800","10,077",2021-12-27
"4,000","7,388",2021-12-28
"4,050","15,058",2021-12-30
"4,200","17,037",2021-12-31
"4,400",20,2022-01-03
"4,299","1,814",2022-01-04
"4,197",482,2022-01-05
"4,195",142,2022-01-06
"4,196",394,2022-01-07
"4,290","1,246",2022-01-10
"4,289",82,2022-01-11
"4,130","1,127",2022-01-12
"4,100",31,2022-01-13
"4,100",463,2022-01-14
"4,100",617,2022-01-17
"4,050","24,926",2022-01-18
"4,097",137,2022-01-19
"4,000",270,2022-01-20
"4,050",74,2022-01-21
"4,020",165,2022-01-24
"4,050",66,2022-01-25
"4,050",307,2022-01-26
"4,082",88,2022-01-27
"4,098",251,2022-01-28
"4,100",89,2022-01-31
"4,100",171,2022-02-01
"4,100",215,2022-02-07
"4,199",657,2022-02-08
"4,199",5,2022-02-09
"4,200",84,2022-02-10
"4,250",357,2022-02-11
"4,150",19,2022-02-14
"4,150",292,2022-02-15
"4,200",325,2022-02-16
"4,249",372,2022-02-18
"4,190",567,2022-02-21
"4,120","2,524",2022-02-22
"4,050",279,2022-02-23
"4,050",500,2022-02-24
"4,000",143,2022-02-25
"4,000","1,706",2022-02-28
"4,000",456,2022-03-01
"4,000",15,2022-03-02
"4,150","2,616",2022-03-03
"4,210",295,2022-03-04
"4,100",120,2022-03-09
"4,100",909,2022-03-10
"4,150",132,2022-03-11
"4,130",313,2022-03-15
"4,100",50,2022-03-16
"4,300","3,090",2022-03-17
"4,350","2,016",2022-03-18
"4,350",69,2022-03-21
"4,350",10,2022-03-22
"4,349","1,071",2022-03-23
"4,349",210,2022-03-24
"4,350",852,2022-03-25
"4,350",202,2022-03-28
"4,349","38,438",2022-03-29
"4,320","11,631",2022-03-30
"3,980",2,2022-03-31
"4,400",498,2022-04-01
"4,300",850,2022-04-04
"4,300",267,2022-04-05
"4,300",560,2022-04-06
"4,300","1,618",2022-04-07
"4,100",8,2022-04-08
"4,650","3,878",2022-04-11
"4,350",501,2022-04-12
"4,400","7,937",2022-04-13
"4,400","46,316",2022-04-14
"4,400",100,2022-04-15
"4,350","3,421",2022-04-19
"4,400",582,2022-04-20
"4,450","1,038",2022-04-21
"4,445",500,2022-04-22
"4,450",99,2022-04-25
"4,450",860,2022-04-26
"4,470","4,411",2022-04-27
"4,470",196,2022-04-28
"4,450","2,321",2022-04-29
"4,450","1,389",2022-05-02
"4,450",438,2022-05-03
"4,450",55,2022-05-04
"4,445",80,2022-05-05
"4,446",48,2022-05-06
"4,450",6,2022-05-09
"4,455",34,2022-05-10
"4,450",217,2022-05-11
"4,460","4,533",2022-05-12
"4,350",385,2022-05-13
"4,349",42,2022-05-17
"4,350",653,2022-05-18
"4,399",10,2022-05-19
"4,400",129,2022-05-20
"4,349",10,2022-05-16
"4,370",54,2022-05-23
"4,320",224,2022-05-24
"4,270",460,2022-05-25
"4,290",40,2022-05-26
"4,330","1,112",2022-05-27
"4,290",51,2022-05-30
"4,230",80,2022-05-31
"4,350",348,2022-06-02
"4,380","1,329",2022-06-03
"4,450",750,2022-06-06
"4,500",634,2022-06-07
"4,500",852,2022-06-08
"4,550",3,2022-06-09
"4,550",158,2022-06-10
"4,550",675,2022-06-13
"4,499",366,2022-06-15
"4,499",60,2022-06-16
"4,499",649,2022-06-17
"4,480","3,350",2022-06-20
"4,470",148,2022-06-21
"4,468",163,2022-06-22
"4,466",71,2022-06-23
"4,449",174,2022-06-24
"4,447",80,2022-06-27
"4,445",962,2022-06-28
"4,397",128,2022-06-29
"4,398",634,2022-06-30
"4,348",157,2022-07-01
"4,350",142,2022-07-04
"4,345",204,2022-07-05
"4,345",244,2022-07-06
"4,345",322,2022-07-07
"4,350","99,765",2022-07-08
"4,318",243,2022-07-18
"4,305",453,2022-07-19
"4,300",409,2022-07-20
"4,305","1,311",2022-07-21
"4,305","24,913",2022-07-22
"4,304",281,2022-07-25
"4,309",237,2022-07-26
"4,310",857,2022-07-27
"4,400","1,034",2022-07-28
"4,420","2,791",2022-07-29
"4,400","17,744",2022-08-01
"4,420",609,2022-08-02
"4,420","1,198",2022-08-03
"4,410","1,195",2022-08-04
"4,300","1,648",2022-08-05
"4,350","1,099",2022-08-08
"4,300",81,2022-08-09
"4,250","1,103",2022-08-10
"4,230",908,2022-08-11
"4,220",843,2022-08-12
"4,220",974,2022-08-15
"4,199",641,2022-08-16
"4,200",102,2022-08-17
"4,200",372,2022-08-18
"4,200","1,785",2022-08-19
"4,300","6,554",2022-08-22
"4,299","1,360",2022-08-23
"4,298",230,2022-08-24
"4,300",390,2022-08-25
"4,290","1,240",2022-08-26
"4,290","1,012",2022-08-29
"4,280","6,047",2022-08-30
"4,279","16,491",2022-08-31
"4,400","3,252",2022-09-01
"4,410",752,2022-09-02
"4,438",247,2022-09-05
"4,438",633,2022-09-06
"4,438",330,2022-09-07
"4,440","1,686",2022-09-08
"4,440",42,2022-09-09
"4,440",656,2022-09-12
"4,455",578,2022-09-13
"4,455",129,2022-09-14
"4,458","2,910",2022-09-15
"4,460","1,161",2022-09-16
"4,460",266,2022-09-19
"4,445","1,619",2022-09-20
"4,425",293,2022-09-21
"4,400",540,2022-09-22
"4,400",305,2022-09-23
"4,428",784,2022-09-26
"4,390","1,852",2022-09-27
"4,375",27,2022-09-28
"4,375",511,2022-09-29
"4,370","2,484",2022-09-30
"4,350",60,2022-10-03
"4,220",109,2022-10-04
"4,345",48,2022-10-05
"4,300","1,063",2022-10-06
"4,300",180,2022-10-07
"4,300",501,2022-10-10
"4,345",223,2022-10-11
"4,343",166,2022-10-12
"4,345",110,2022-10-13
"4,302","29,174",2022-10-14
"4,299",95,2022-10-17
"4,345","2,376",2022-10-18
"4,345",172,2022-10-19
"4,350","2,745",2022-10-20
"4,350",622,2022-10-21
"4,345",162,2022-10-24
"4,400","7,444",2022-10-25
"4,500","6,010",2022-10-26
"4,500",186,2022-10-27
"4,500",286,2022-10-28
"4,450",86,2022-10-31
"4,455",364,2022-11-01
"4,428",68,2022-11-02
"4,430","1,173",2022-11-03
"4,430",113,2022-11-04
"4,430",69,2022-11-07
"4,430","225,734",2022-11-07
"4,430",436,2022-11-08
"4,430",116,2022-11-09
"4,430",244,2022-11-10
"4,500","1,155",2022-11-11
"4,500",387,2022-11-14
"4,500",254,2022-11-15
"4,490",193,2022-11-16
"4,490",60,2022-11-17
"4,470",26,2022-11-18
"4,470","1,613",2022-11-21
"4,300",102,2022-11-22
"4,430",145,2022-11-23
"4,470","3,471",2022-11-25
"4,539","44,259",2022-11-28
"4,615",485,2022-11-29
"4,620","3,798",2022-11-30
"4,500",50,2022-12-01
"4,619","1,226",2022-12-02
"4,620","2,278",2022-12-05
"4,610",547,2022-12-06
"4,649","1,554",2022-12-07
"4,700",639,2022-12-08
"4,700",695,2022-12-09
"4,700","1,064",2022-12-12
"4,700","2,591",2022-12-13
"4,700",567,2022-12-14
"4,750","14,856",2022-12-15
"4,750","1,141",2022-12-16
"4,750","1,414",2022-12-19
"4,800","2,186",2022-12-20
"4,785",177,2022-12-21
"4,784",330,2022-12-22
"4,800",771,2022-12-23
"4,800",189,2022-12-26
"4,700",459,2022-12-27
"4,546","225,734",2022-12-27
"4,712",106,2022-12-28
"5,150","2,206",2022-12-30
"5,000",181,2023-01-02
"4,999",781,2023-01-03
"5,005",444,2023-01-04
"4,999",52,2023-01-05
"5,020",339,2023-01-06
"5,030","2,639",2023-01-09
"5,020","1,292",2023-01-10
"4,900",112,2023-01-11
"4,895",322,2023-01-12
"4,900",260,2023-01-13
"5,000",182,2023-01-16
"4,900",322,2023-01-17
"4,950",43,2023-01-18
"4,950",728,2023-01-19
"4,900",728,2023-01-20
"4,900",378,2023-01-23
"4,900",456,2023-01-24
"4,948","1,368",2023-01-25
"4,948",730,2023-01-26
"4,947","3,980",2023-01-27
"4,950","3,985",2023-01-30
"4,998",169,2023-01-31
"4,999","1,352",2023-02-01
"5,020","1,877",2023-02-02
"5,000","1,579",2023-02-03
"5,000",430,2023-02-06
"5,000","50,000",2023-02-06
"5,080","1,885",2023-02-07
"5,000","1,188",2023-02-08
"5,000","2,841",2023-02-09
"5,090","4,837",2023-02-10
"5,090","1,155",2023-02-13
"5,050",10,2023-02-14
"5,000",280,2023-02-15
"5,000","164,775",2023-02-15
"5,090","4,565",2023-02-16
"5,200","6,113",2023-02-17
"5,250",361,2023-02-20
"5,200",943,2023-02-24
"5,200",290,2023-02-27
"5,250","1,587",2023-02-28
"5,400","4,516",2023-03-01
"5,350",190,2023-03-02
"5,350",328,2023-03-03
"5,400","1,437",2023-03-06
"5,400",610,2023-03-07
"5,450","1,022",2023-03-09
"5,500","1,890",2023-03-10
"5,600","1,947",2023-03-13
"5,600",709,2023-03-14
"5,600","1,408",2023-03-15
"5,600","1,247",2023-03-16
"5,610","1,780",2023-03-17
"5,610","2,092",2023-03-20
"5,600",604,2023-03-21
"5,600","80,000",2023-03-21
"5,600",113,2023-03-22
"4,800","83,333",2023-03-22
"5,605",221,2023-03-23
"5,605","3,196",2023-03-24
"5,610","1,376",2023-03-27
"5,600",66,2023-03-28
"5,600",245,2023-03-29
"5,595","2,432",2023-03-30
