2nd Column,6th Column,8th Column
230,"516,935",2021-11-15
228,"543,695",2021-11-16
220,"431,867",2021-11-17
214,"684,996",2021-11-18
212,"464,528",2021-11-19
220,"648,821",2021-11-22
216,"253,098",2021-11-23
214,"40,257",2021-11-24
211,"99,912",2021-11-25
211,"438,270",2021-11-29
211,"139,570",2021-11-30
210,"289,265",2021-12-01
209,"91,142",2021-12-02
209,"172,649",2021-12-03
208,"100,195",2021-12-06
208,"315,123",2021-12-07
207,"160,150",2021-12-08
208,"156,367",2021-12-09
207,"57,822",2021-12-10
208,"241,007",2021-12-13
208,"134,977",2021-12-14
208,"193,876",2021-12-15
206,"75,275",2021-12-16
208,"51,414",2021-12-17
207,"215,812",2021-12-20
207,"76,455",2021-12-21
206,"102,439",2021-12-22
205,"90,166",2021-12-23
204,"39,869",2021-12-24
200,"62,335",2021-12-27
204,"205,884",2021-12-28
205,"144,566",2021-12-30
208,"187,405",2021-12-31
207,"76,623",2022-01-03
206,"75,027",2022-01-04
205,"22,348",2022-01-05
203,"99,966",2022-01-06
203,"71,035",2022-01-07
204,"255,732",2022-01-10
201,"144,012",2022-01-11
202,"79,500",2022-01-12
202,"218,594",2022-01-13
201,"112,905",2022-01-14
200,"41,530",2022-01-17
199,"31,778",2022-01-18
195,"37,308",2022-01-19
195,"32,762",2022-01-20
195,"23,405",2022-01-21
195,"78,663",2022-01-24
195,"80,475",2022-01-25
193,"69,506",2022-01-26
192,"152,780",2022-01-27
193,"46,546",2022-01-28
193,"52,825",2022-01-31
194,"38,135",2022-02-01
194,"95,220",2022-02-07
194,"63,548",2022-02-08
194,"66,790",2022-02-09
193,"36,456",2022-02-10
194,"49,587",2022-02-11
193,"47,058",2022-02-14
193,"35,463",2022-02-15
194,"80,680",2022-02-16
193,"140,656",2022-02-18
193,"109,544",2022-02-21
193,"117,857",2022-02-22
191,"66,807",2022-02-23
191,"59,786",2022-02-24
185,"58,955",2022-02-25
185,"63,231",2022-02-28
185,"125,457",2022-03-01
180,"173,516",2022-03-02
184,"222,294",2022-03-03
182,"20,487",2022-03-04
181,"81,373",2022-03-07
178,"29,575",2022-03-09
178,"46,687",2022-03-10
182,"114,504",2022-03-11
179,"36,067",2022-03-14
177,"83,982",2022-03-15
180,"52,774",2022-03-16
179,"11,486",2022-03-17
180,"34,071",2022-03-18
179,"95,369",2022-03-21
178,"46,241",2022-03-22
178,"83,116",2022-03-23
180,"64,808",2022-03-24
180,"102,337",2022-03-25
180,"43,050",2022-03-28
178,"51,069",2022-03-29
177,"27,836",2022-03-30
180,"89,576",2022-03-31
178,"85,560",2022-04-01
180,"129,810",2022-04-04
177,"23,939",2022-04-05
175,"18,749",2022-04-06
177,"107,426",2022-04-07
180,"31,070",2022-04-08
180,"47,844",2022-04-11
179,"138,110",2022-04-12
180,"125,261",2022-04-13
179,"80,900",2022-04-14
185,"257,977",2022-04-15
195,"42,622",2022-04-18
200,"31,725",2022-04-19
208,"271,253",2022-04-20
209,"55,888",2022-04-21
228,"331,627",2022-04-22
215,"160,806",2022-04-25
227,"445,477",2022-04-26
216,"133,466",2022-04-27
215,"81,611",2022-04-28
210,"132,118",2022-04-29
207,"23,306",2022-05-02
205,"105,195",2022-05-03
208,"230,299",2022-05-04
206,"23,107",2022-05-05
