2nd Column,6th Column,8th Column
51,"2,073,400",2018-09-24
51,"64,800",2018-09-25
48,"215,400",2018-09-26
48,"83,400",2018-09-27
48,"172,100",2018-09-28
48,"103,200",2018-10-01
48,"774,600",2018-10-02
49,"198,400",2018-10-03
48,"222,500",2018-10-04
49,"311,400",2018-10-05
48,"3,182,500",2018-10-08
47,"60,300",2018-10-09
50,"9,785,500",2018-10-10
46,"21,300",2018-10-11
48,"15,100",2018-10-12
49,"1,516,800",2018-10-15
49,"409,700",2018-10-16
49,"289,800",2018-10-17
49,"4,468,000",2018-10-18
49,"117,700",2018-10-19
50,"119,700",2018-10-22
49,"866,600",2018-10-23
48,"184,800",2018-10-24
50,"1,290,000",2018-10-25
52,"631,100",2018-10-26
52,"15,700",2018-10-29
52,"231,500",2018-10-30
51,"200,200",2018-10-31
50,"357,100",2018-11-01
50,500,2018-11-02
50,"835,900",2018-11-05
50,"665,300",2018-11-06
50,"327,700",2018-11-07
49,"66,000",2018-11-12
48,"16,100",2018-11-13
49,"104,900",2018-11-14
48,"350,100",2018-11-15
48,"36,600",2018-11-16
49,"3,200",2018-11-19
48,"17,500",2018-11-20
49,"63,200",2018-11-21
48,"15,800",2018-11-22
48,"453,800",2018-11-23
48,"11,900",2018-11-28
49,"7,000",2018-11-17
47,"188,700",2018-11-29
47,"329,900",2018-11-30
48,"59,000",2018-12-03
48,"59,000",2018-12-03
47,"27,400",2018-12-04
48,"16,100",2018-12-05
48,"231,100",2018-12-06
49,"1,064,600",2018-12-07
50,"797,400",2018-12-10
50,"291,800",2018-12-11
52,"1,091,900",2018-12-12
55,"859,500",2018-12-13
57,"256,400",2018-12-14
53,"98,300",2018-12-17
53,"1,051,700",2018-12-18
54,"573,000",2018-12-19
52,"734,700",2018-12-20
53,"3,700",2018-12-21
53,"338,100",2018-12-24
52,"124,500",2018-12-25
53,"433,400",2018-12-26
52,"11,200",2018-12-27
52,"1,800",2018-12-28
53,200,2018-12-31
53,"11,200",2019-01-02
53,"341,000",2019-01-03
52,"173,100",2019-01-04
50,"90,000",2019-01-07
52,"5,500",2019-01-08
51,"16,500",2019-01-09
50,"16,000",2019-01-10
50,"33,400",2019-01-11
50,"34,100",2019-01-14
51,"8,100",2019-01-15
50,"20,000",2019-01-16
50,"20,100",2019-01-17
52,"578,000",2019-01-21
51,"143,200",2019-01-22
50,"95,600",2019-01-23
51,"36,000",2019-01-24
51,"15,100",2019-01-25
50,"21,000",2019-01-28
51,"66,400",2019-01-29
51,"34,800",2019-01-30
51,"3,600",2019-01-31
52,"201,800",2019-02-01
54,"1,682,700",2019-02-02
57,"597,900",2019-02-04
55,"594,300",2019-02-11
52,"70,800",2019-02-12
53,"109,900",2019-02-13
53,"17,900",2019-02-14
53,"41,000",2019-02-15
53,"22,000",2019-02-18
53,"23,400",2019-02-19
53,"13,700",2019-02-20
53,"12,600",2019-02-21
53,"2,000",2019-02-22
52,"30,000",2019-02-25
52,"107,100",2019-02-26
51,"21,700",2019-02-27
51,"11,400",2019-02-28
52,"3,306,100",2019-03-01
52,"10,300",2019-03-04
52,100,2019-03-05
51,"30,000",2019-03-06
51,"5,800",2019-03-07
51,"109,400",2019-03-11
52,"100,000",2019-03-12
52,"121,000",2019-03-13
52,"197,400",2019-03-14
52,"32,500",2019-03-15
51,"220,700",2019-03-18
51,"17,400",2019-03-19
53,"896,100",2019-03-20
54,"655,200",2019-03-21
53,"24,400",2019-03-22
53,"105,700",2019-03-25
53,"139,100",2019-03-26
53,"195,900",2019-03-27
53,"161,200",2019-03-28
53,"5,500",2019-03-29
52,"99,200",2019-04-01
51,"149,100",2019-04-02
51,"1,000",2019-04-03
52,"42,700",2019-04-04
53,"355,700",2019-04-05
52,"49,700",2019-04-08
51,"60,000",2019-04-09
51,"245,200",2019-04-10
52,"48,600",2019-04-11
52,"80,700",2019-04-12
53,"127,100",2019-04-15
53,"9,300",2019-04-16
52,"6,900",2019-04-17
52,"2,000",2019-04-18
52,"2,700",2019-04-22
52,"83,200",2019-04-23
52,"20,000",2019-04-24
53,"28,500",2019-04-25
53,"97,100",2019-04-26
53,"40,200",2019-04-29
53,"283,300",2019-04-30
54,"360,700",2019-05-01
54,"111,400",2019-05-02
56,"1,090,200",2019-05-03
58,"597,200",2019-05-06
57,"89,900",2019-05-07
56,"88,800",2019-05-08
56,"55,600",2019-05-09
56,"222,600",2019-05-10
56,"86,000",2019-05-13
55,"110,100",2019-05-14
55,"58,700",2019-05-15
55,"57,900",2019-05-16
55,"36,000",2019-05-17
55,"59,600",2019-05-21
54,"27,300",2019-05-23
54,"30,900",2019-05-24
54,"59,400",2019-05-27
54,"1,800",2019-05-28
