2nd Column,6th Column,8th Column
150,"1,860",2023-10-05
150,497,2023-10-06
150,"16,311",2023-10-09
150,"5,221",2023-10-10
149,"9,353",2023-10-11
149,"16,170",2023-10-12
190,"5,333,334",2023-10-12
149,"1,003",2023-10-13
149,"2,238",2023-10-16
148,360,2023-10-17
148,"32,940",2023-10-18
149,832,2023-10-19
149,"2,425",2023-10-20
149,"8,233",2023-10-23
145,"8,902",2023-10-24
145,"1,935",2023-10-25
145,306,2023-10-26
145,"4,716",2023-10-27
145,"29,891",2023-10-30
145,"5,628",2023-10-31
145,"4,774",2023-11-01
145,451,2023-11-02
145,253,2023-11-03
145,"1,188",2023-11-06
144,"1,103",2023-11-07
144,696,2023-11-08
144,"5,372",2023-11-09
144,16,2023-11-10
144,328,2023-11-13
144,"16,130",2023-11-15
143,"2,923",2023-11-16
143,"1,880",2023-11-17
143,"1,463",2023-11-20
143,"11,407",2023-11-21
143,"2,645",2023-11-22
143,"19,272",2023-11-23
142,"1,662",2023-11-24
139,"7,272",2023-11-27
139,610,2023-11-28
139,314,2023-11-29
139,"2,982",2023-11-30
138,223,2023-12-01
138,"13,503",2023-12-04
131,"6,705",2023-12-05
131,"11,024",2023-12-06
143,"7,776",2023-12-07
139,"6,324",2023-12-08
139,"1,752",2023-12-11
139,"3,059",2023-12-12
